Tenant,Group,Same,Chosen,Score
Scerni Logistics,45.0,0.0,0.0,85.71
"Seko Logistics
(London) Ltd",45.0,0.0,0.0,85.71
Skill logistics,45.0,0.0,0.0,85.71
Stock House Logistica Italia,45.0,0.0,0.0,83.33
Streamline Logistics Limited,45.0,0.0,0.0,83.33
TAYLORMADE LOGISTICS,45.0,0.0,0.0,85.71
TOP Logistics BV,45.0,0.0,0.0,83.33
Tailormade Logistics,45.0,0.0,0.0,85.71
TechnoCargo Logistics,45.0,0.0,0.0,85.71
Torque Logistics,45.0,0.0,0.0,85.71
"Trace Logistics, SAU",45.0,0.0,0.0,85.71
Traconf Fashion Logistics Group,45.0,0.0,0.0,83.33
Vos Logistics International B.V.,45.0,0.0,0.0,91.67
XPO LOGISTICS,45.0,0.0,0.0,85.71
XPO Logistics,45.0,0.0,0.0,85.71
Yusen Logistics,45.0,0.0,0.0,85.71
Yusen Logistics (UK) Ltd,45.0,0.0,0.0,85.71
Zanardo Servizi Logistici S.p.a.,45.0,0.0,0.0,90.91
,,,,
AF Logistics S.p.a.,46.0,1.0,1.0,100.0
AXE LOGISTICS,46.0,0.0,0.0,84.62
CN Logistics,46.0,0.0,0.0,83.33
FM LOGISTIC,46.0,0.0,0.0,90.91
FM LOGISTICS,46.0,0.0,0.0,91.67
FM Logistic,46.0,0.0,0.0,90.91
GIST,46.0,0.0,0.0,100.0
Geodis Logistics S.p.a.,46.0,0.0,0.0,87.5
Gist,46.0,0.0,0.0,100.0
ID LOGISTICS,46.0,0.0,0.0,83.33
ID Logistics,46.0,0.0,0.0,83.33
Id Logistics,46.0,0.0,0.0,83.33
JS LOGISTICS,46.0,0.0,0.0,83.33
L4 Logistics,46.0,0.0,0.0,83.33
LOGISTA,46.0,0.0,0.0,85.71
LOGISTICA,46.0,0.0,0.0,88.89
Logista,46.0,0.0,0.0,85.71
MAS Logistics,46.0,0.0,0.0,84.62
MTS Logistics,46.0,0.0,0.0,84.62
POD Logistics,46.0,0.0,0.0,84.62
PR Logistics,46.0,0.0,0.0,91.67
SDA Logistics,46.0,0.0,0.0,84.62
SPI LOGISTIC,46.0,0.0,0.0,83.33
STI,46.0,0.0,0.0,100.0
STI Logistics,46.0,0.0,0.0,84.62
XPO LOGISTICS,46.0,0.0,0.0,84.62
XPO Logistics,46.0,0.0,0.0,84.62
Zanardo Servizi Logistici S.p.a.,46.0,0.0,0.0,84.85
,,,,
AF Logistik & Speditions GmbH,47.0,1.0,1.0,100.0
GIST,47.0,0.0,0.0,100.0
Gist,47.0,0.0,0.0,100.0
LOGISTA,47.0,0.0,0.0,85.71
Logista,47.0,0.0,0.0,85.71
Logistika,47.0,0.0,0.0,88.89
SPI LOGISTIC,47.0,0.0,0.0,83.33
STI,47.0,0.0,0.0,100.0
,,,,
AGCO,48.0,1.0,1.0,100.0
Agco,48.0,0.0,0.0,100.0
Blowaco AB,48.0,0.0,0.0,85.71
Copaco,48.0,0.0,0.0,85.71
Franco Vago,48.0,0.0,0.0,85.71
L-Acoustics,48.0,0.0,0.0,85.71
MEDIACO ENERGIE,48.0,0.0,0.0,85.71
Pro Archives Systemes (AGO),48.0,0.0,0.0,85.71
Probaco i Närke AB,48.0,0.0,0.0,85.71
Zignago Vetro,48.0,0.0,0.0,85.71
,,,,
AIRBUS,49.0,1.0,1.0,100.0
Airbus Operatios GmbH,49.0,0.0,0.0,100.0
,,,,
AJ FRANCE BATIMENT,50.0,1.0,1.0,100.0
NC,50.0,0.0,0.0,100.0
,,,,
ALAINE,51.0,1.0,1.0,100.0
ALAINE RHONE,51.0,0.0,0.0,100.0
Alpinestars,51.0,0.0,0.0,83.33
LOGISTIQUE ALAINE,51.0,0.0,0.0,100.0
Log Alaine,51.0,0.0,0.0,100.0
Logistique Alaine SAS,51.0,0.0,0.0,100.0
Logistique Alainé,51.0,0.0,0.0,90.91
Poste Italiane,51.0,0.0,0.0,83.33
Streamline Logistics Limited,51.0,0.0,0.0,83.33
TRANSPORTS ALAINE,51.0,0.0,0.0,100.0
Voestalpine Polynorm B.V.,51.0,0.0,0.0,83.33
Voestalpine Stamptec France,51.0,0.0,0.0,83.33
,,,,
ALIAXIS R&D,52.0,1.0,1.0,100.0
Aldi,52.0,0.0,0.0,85.71
,,,,
ALLIANCE AUTOMOTIVE GROUP,53.0,1.0,1.0,100.0
ALLIANCE AUTOMOTIVE OUEST,53.0,0.0,0.0,93.62
AO Group,53.0,0.0,0.0,85.71
AXE GROUP,53.0,0.0,0.0,87.5
Alliance Automotive Group,53.0,0.0,0.0,100.0
Bgroup,53.0,0.0,0.0,90.91
DB Group,53.0,0.0,0.0,85.71
NC,53.0,0.0,0.0,100.0
,,,,
ALLIANCE AUTOMOTIVE OUEST,54.0,1.0,1.0,100.0
Alliance Automotive Group,54.0,0.0,0.0,93.62
NC,54.0,0.0,0.0,100.0
,,,,
ALLIANCE HEALTHCARE,55.0,1.0,1.0,100.0
ALLIANCE HEALTHCARE REPARTITION,55.0,0.0,0.0,100.0
Alliance Healthcare France,55.0,0.0,0.0,88.24
NC,55.0,0.0,0.0,100.0
,,,,
ALLIANCE HEALTHCARE REPARTITION,56.0,1.0,1.0,100.0
Alliance Healthcare France,56.0,0.0,0.0,84.44
NC,56.0,0.0,0.0,100.0
,,,,
ALLOGA,57.0,1.0,1.0,100.0
ALLOGA FRANCE,57.0,0.0,0.0,100.0
Alloga,57.0,0.0,0.0,100.0
Fox Global Logistics,57.0,0.0,0.0,83.33
LOG'S - GOAL LOGISTIQUE,57.0,0.0,0.0,83.33
Ontime LOGISTICA INTEGRAL,57.0,0.0,0.0,83.33
Pall Å Logistik Ltd UK Filial,57.0,0.0,0.0,83.33
Vos Logistics International B.V.,57.0,0.0,0.0,83.33
,,,,
ALLOGA FRANCE,58.0,1.0,1.0,100.0
Alloga,58.0,0.0,0.0,100.0
NC,58.0,0.0,0.0,100.0
SAFRAN,58.0,0.0,0.0,83.33
,,,,
ALMNS Limited,59.0,1.0,1.0,100.0
Ansa Utilities Limited.,59.0,0.0,0.0,88.0
BPX Electromechanical Company Limited,59.0,0.0,0.0,86.96
Camso UK Limited,59.0,0.0,0.0,84.62
Capricorn Detergents Limited,59.0,0.0,0.0,83.33
Craven Environmental Limited,59.0,0.0,0.0,86.96
Cromwell Group Holdings Limited,59.0,0.0,0.0,83.33
Edmundson Electrical Limited,59.0,0.0,0.0,86.96
Falcon Drylining Limited.,59.0,0.0,0.0,84.62
Fisc Limited,59.0,0.0,0.0,85.71
Global Cheese Limited,59.0,0.0,0.0,86.96
Gulfstream Aerospace Limited,59.0,0.0,0.0,86.96
HPAS Limited.,59.0,0.0,0.0,85.71
Hellmann Worldwide Logistics Limited,59.0,0.0,0.0,84.62
IMES International Limited,59.0,0.0,0.0,86.96
James Hargreaves (Plumbers Merchants) Limited,59.0,0.0,0.0,84.62
Kalsi Plastics (UK) Limited,59.0,0.0,0.0,84.62
Konecranes Demag UK Limited,59.0,0.0,0.0,84.62
LevertonHELM Limited,59.0,0.0,0.0,86.96
Lifeplus Europe Limited,59.0,0.0,0.0,83.33
Medical Gas Solutions Limited,59.0,0.0,0.0,83.33
Pendragon Fine Art Frames Limited,59.0,0.0,0.0,84.62
Savano Blinds Limited,59.0,0.0,0.0,84.62
TEDI,59.0,0.0,0.0,85.71
,,,,
ALPHAPRIM,60.0,1.0,1.0,100.0
Alphaprim,60.0,0.0,0.0,100.0
,,,,
ALSTOM - GE,61.0,1.0,1.0,100.0
ALSTOM TRANSPORT SA,61.0,0.0,0.0,87.5
,,,,
ALSTOM TRANSPORT SA,62.0,1.0,1.0,100.0
Altrans,62.0,0.0,0.0,85.71
B2C Transport,62.0,0.0,0.0,86.96
GK TRANSPORT,62.0,0.0,0.0,90.91
ID Transport,62.0,0.0,0.0,90.91
MPW TRANSPORTS,62.0,0.0,0.0,83.33
Mayer Transport,62.0,0.0,0.0,84.62
Susa Trasporti,62.0,0.0,0.0,84.62
TRANSPORTS SF,62.0,0.0,0.0,88.0
TRANSPORTS TDR,62.0,0.0,0.0,83.33
,,,,
AM Aros Måleri AB,63.0,1.0,1.0,100.0
Evri,63.0,0.0,0.0,85.71
,,,,
AMAZON,64.0,1.0,1.0,100.0
Amazon,64.0,0.0,0.0,100.0
Amazon And Mrw,64.0,0.0,0.0,100.0
Amazon Road Transport,64.0,0.0,0.0,100.0
"Amazon Spain Fulfillment, S.L.U.",64.0,0.0,0.0,100.0
Amazon Torrazza,64.0,0.0,0.0,100.0
Amazon UK Services Limited,64.0,0.0,0.0,100.0
Amazon Vercelli,64.0,0.0,0.0,100.0
Amazon/Pirelli,64.0,0.0,0.0,100.0
CYRUSONE PARIS / AMAZON,64.0,0.0,0.0,100.0
Geodis ft. Amazon XL,64.0,0.0,0.0,100.0
Sertec (Amazon),64.0,0.0,0.0,100.0
,,,,
ANDRE JACQ FORMATION,65.0,1.0,1.0,100.0
Action,65.0,0.0,0.0,83.33
Land,65.0,0.0,0.0,85.71
,,,,
ANEOLIA,66.0,1.0,1.0,100.0
Neovia,66.0,0.0,0.0,83.33
,,,,
AO Group,67.0,1.0,1.0,100.0
AXE GROUP,67.0,0.0,0.0,85.71
Alliance Automotive Group,67.0,0.0,0.0,85.71
Ashel Group,67.0,0.0,0.0,85.71
Bert Group,67.0,0.0,0.0,85.71
Bgroup,67.0,0.0,0.0,90.91
Burgers Group,67.0,0.0,0.0,85.71
CO-Operative Group Ltd,67.0,0.0,0.0,87.5
Carlton Forest Group,67.0,0.0,0.0,85.71
Commaxx Group,67.0,0.0,0.0,85.71
DB Group,67.0,0.0,0.0,85.71
DCS Group,67.0,0.0,0.0,85.71
DPD Group,67.0,0.0,0.0,85.71
Dachser Group,67.0,0.0,0.0,85.71
Delma Group,67.0,0.0,0.0,93.33
ECGF Group,67.0,0.0,0.0,85.71
Sanctuary Group Association,67.0,0.0,0.0,87.5
Sligro Food Group,67.0,0.0,0.0,87.5
Svenska Mälardalen Group AB,67.0,0.0,0.0,87.5
Synsam Group Sweden AB,67.0,0.0,0.0,87.5
The Danwood Group Ltd,67.0,0.0,0.0,87.5
Traconf Fashion Logistics Group,67.0,0.0,0.0,87.5
,,,,
AOSOM.FR/MH FRANCE,68.0,1.0,1.0,100.0
Aosom,68.0,0.0,0.0,100.0
MH FRANCE,68.0,0.0,0.0,100.0
NC,68.0,0.0,0.0,100.0
Naos,68.0,0.0,0.0,85.71
,,,,
AP Pickering & AL Pickering,69.0,1.0,1.0,100.0
Kering,69.0,0.0,0.0,100.0
,,,,
AP'4,70.0,1.0,1.0,100.0
Carpets 4 All Limited (t/a Carpet Giant),70.0,0.0,0.0,85.71
,,,,
APC Padel Club AB,71.0,1.0,1.0,100.0
Npadel AB,71.0,0.0,0.0,87.5
,,,,
API TECH,72.0,1.0,1.0,100.0
Tech Data,72.0,0.0,0.0,85.71
Techn. Handelsmaatschappij Abird B.V.,72.0,0.0,0.0,87.5
,,,,
ARCESE TRANSPORT,73.0,1.0,1.0,100.0
Arcese,73.0,0.0,0.0,100.0
Arcese Transports,73.0,0.0,0.0,100.0
Arcese Trasporti,73.0,0.0,0.0,96.77
Arco,73.0,0.0,0.0,85.71
B2C Transport,73.0,0.0,0.0,86.96
Compagnie de Transports Financiere et Immobiliere Contrafi S.A.,73.0,0.0,0.0,83.87
De Boer Transports France,73.0,0.0,0.0,83.87
GK TRANSPORT,73.0,0.0,0.0,90.91
Gvt Transport & Logistics,73.0,0.0,0.0,85.71
ID Transport,73.0,0.0,0.0,90.91
MPW TRANSPORTS,73.0,0.0,0.0,83.33
Mayer Transport,73.0,0.0,0.0,84.62
Meyer & Meyer Transport Services GmbH,73.0,0.0,0.0,89.66
Pe.tra,73.0,0.0,0.0,83.33
TRANSPORTS CBC EXPRESS,73.0,0.0,0.0,83.87
TRANSPORTS SF,73.0,0.0,0.0,88.0
TRANSPORTS TDR,73.0,0.0,0.0,83.33
Tra.ser,73.0,0.0,0.0,85.71
Transports Pages,73.0,0.0,0.0,83.87
,,,,
ARCTOS CREME,74.0,1.0,1.0,100.0
Arco,74.0,0.0,0.0,85.71
Arctos Creme sp. z o.o.,74.0,0.0,0.0,100.0
Ceme,74.0,0.0,0.0,85.71
,,,,
ARNOLD ANDRÉ,75.0,1.0,1.0,100.0
Land,75.0,0.0,0.0,85.71
,,,,
AS TEAM,76.0,1.0,1.0,100.0
STEAM strength & Fitness AB,76.0,0.0,0.0,85.71
Team Bil5an AB,76.0,0.0,0.0,85.71
Team-Active,76.0,0.0,0.0,83.33
,,,,
ASAP Electronics GmbH,77.0,1.0,1.0,100.0
Asda,77.0,0.0,0.0,85.71
FDS GmbH,77.0,0.0,0.0,85.71
,,,,
ASK Poland,78.0,1.0,1.0,100.0
Land,78.0,0.0,0.0,100.0
MSS POLAND,78.0,0.0,0.0,88.89
,,,,
ASL Car Services Uppsala AB,79.0,1.0,1.0,100.0
C&G Services,79.0,0.0,0.0,83.33
,,,,
ASSOCIATION LES AMIS DE GERMENOY,80.0,1.0,1.0,100.0
Action,80.0,0.0,0.0,83.33
,,,,
ASSOCIATION TULIPE,81.0,1.0,1.0,100.0
Action,81.0,0.0,0.0,83.33
,,,,
ASTEN,82.0,1.0,1.0,100.0
Bolt World Fasteners Ltd.,82.0,0.0,0.0,100.0
,,,,
ATAC,83.0,1.0,1.0,100.0
ATC Germany Holdings GmbH,83.0,0.0,0.0,85.71
AUTOMOTIVE DATA ACCESS,83.0,0.0,0.0,85.71
"Kuchnie Świata, Kgl/Marcato, Wawmar, Efferta Pharma",83.0,0.0,0.0,85.71
,,,,
ATC Germany Holdings GmbH,84.0,1.0,1.0,100.0
GS,84.0,0.0,0.0,100.0
,,,,
ATEC advanced technologies,85.0,1.0,1.0,100.0
NC,85.0,0.0,0.0,100.0
,,,,
"ATP Engineering & Packaging, S.L.",86.0,1.0,1.0,100.0
Kering,86.0,0.0,0.0,83.33
,,,,
ATP Service- und Consulting GmbH (2) Warehouse,87.0,1.0,1.0,100.0
ATP Service- und Consulting GmbH(1) Office,87.0,0.0,0.0,87.67
,,,,
ATS INTERNATIONAL,88.0,1.0,1.0,100.0
Action,88.0,0.0,0.0,83.33
BANSARD INTERNATIONAL,88.0,0.0,0.0,90.32
But International,88.0,0.0,0.0,93.75
C2B INTERNATIONAL,88.0,0.0,0.0,90.32
Dexam International,88.0,0.0,0.0,90.91
EasyTelecom International AB,88.0,0.0,0.0,90.32
"Eruma Security
International Ltd",88.0,0.0,0.0,88.24
Expeditors International,88.0,0.0,0.0,93.75
Express Aviation Support International Limited,88.0,0.0,0.0,88.24
IMES International Limited,88.0,0.0,0.0,88.24
"Internationale Lagerlogistik Systeme, SL",88.0,0.0,0.0,86.67
Iterum Therapautics International Ltd. (BCS Express Ltd),88.0,0.0,0.0,88.24
Lion International BV,88.0,0.0,0.0,84.85
Nijman International B.V.,88.0,0.0,0.0,87.5
Oakland International,88.0,0.0,0.0,86.67
Peregrine Holdings International GmbH,88.0,0.0,0.0,88.24
Philip Grahame International Ltd,88.0,0.0,0.0,88.24
SENATOR International Spedition,88.0,0.0,0.0,86.67
SPX International Limited,88.0,0.0,0.0,86.67
Tarpey Harris T/A Altaras International,88.0,0.0,0.0,88.24
Tenmat,88.0,0.0,0.0,83.33
Torque Developments International plc,88.0,0.0,0.0,94.12
Vos Logistics International B.V.,88.0,0.0,0.0,87.5
Y International (Uk) Ltd,88.0,0.0,0.0,86.67
,,,,
AU PAIN RUSTIQUE / LES PLAISIRS ETOILE DU BERGER,89.0,1.0,1.0,100.0
STI,89.0,0.0,0.0,100.0
,,,,
AUCHAN,90.0,1.0,1.0,100.0
Auchan,90.0,0.0,0.0,100.0
Auchan Retail,90.0,0.0,0.0,100.0
,,,,
AUTOMOTIVE DATA ACCESS,91.0,1.0,1.0,100.0
DEKRA AUTOMOTIVE,91.0,0.0,0.0,83.87
,,,,
AWL Moerdijk B.V.,92.0,1.0,1.0,100.0
B&M,92.0,0.0,0.0,100.0
MERIDI,92.0,0.0,0.0,83.33
,,,,
AXE GROUP,93.0,1.0,1.0,100.0
Alliance Automotive Group,93.0,0.0,0.0,87.5
Bgroup,93.0,0.0,0.0,90.91
Commaxx Group,93.0,0.0,0.0,88.89
DB Group,93.0,0.0,0.0,85.71
Delma Group,93.0,0.0,0.0,87.5
GROUPE A.I.E.,93.0,0.0,0.0,88.89
GROUPE L.S.E.,93.0,0.0,0.0,87.5
,,,,
AXE LOGISTICS,94.0,1.0,1.0,100.0
AZ Servizi & Logistica,94.0,0.0,0.0,83.33
AZ Servizi e Logistica,94.0,0.0,0.0,84.62
Adams Logistics Oy,94.0,0.0,0.0,84.62
Alfil Logistics,94.0,0.0,0.0,86.96
Alfil Logistics (Damm Group),94.0,0.0,0.0,86.96
BF Container Logistics SRL,94.0,0.0,0.0,84.62
BOLLORE LOGISTICS,94.0,0.0,0.0,91.67
Bollore Logistics,94.0,0.0,0.0,91.67
Britannia Logistics sp. z o.o.,94.0,0.0,0.0,84.62
Broekman Logistics Belgium Antwerp NV,94.0,0.0,0.0,84.62
CEVA Logistics,94.0,0.0,0.0,91.67
CEVA Logistics GmbH,94.0,0.0,0.0,86.96
CEVA Logistics Limited,94.0,0.0,0.0,88.0
CN Logistics,94.0,0.0,0.0,90.91
Ceva Logistics,94.0,0.0,0.0,91.67
Ceva Logistics Limited,94.0,0.0,0.0,88.0
Clipper Logistics,94.0,0.0,0.0,88.0
Clipper Logistics KG,94.0,0.0,0.0,86.96
Culina Logistics Ltd,94.0,0.0,0.0,84.62
Darcia Logistics Limited,94.0,0.0,0.0,88.0
De Klok Logistics,94.0,0.0,0.0,86.96
Eddie Stobart Logistics,94.0,0.0,0.0,84.62
Expert Logistics Ltd,94.0,0.0,0.0,84.62
FEDEX LOGISTIC,94.0,0.0,0.0,86.96
FM LOGISTIC,94.0,0.0,0.0,85.71
FM LOGISTICS,94.0,0.0,0.0,90.91
FM Logistic,94.0,0.0,0.0,85.71
Fahrner Logistics GmbH,94.0,0.0,0.0,86.96
Fema logistica,94.0,0.0,0.0,83.33
Fiege HealthCare Logistics GmbH,94.0,0.0,0.0,92.31
Flay Logistic,94.0,0.0,0.0,83.33
Fox Global Logistics,94.0,0.0,0.0,88.0
GCA SUPPLY LOGISTICS,94.0,0.0,0.0,84.62
"GES LOGISTICS GLOBE 
EXPRESS SERVICES 
LOGISTICS",94.0,0.0,0.0,84.62
GIST,94.0,0.0,0.0,100.0
GXO LOGISTICS France,94.0,0.0,0.0,88.0
GXO Logistics Drinks Ltd,94.0,0.0,0.0,84.62
GXO Logistics UK Limited,94.0,0.0,0.0,84.62
Geologistics,94.0,0.0,0.0,86.96
Gist,94.0,0.0,0.0,100.0
Gruber Logistics,94.0,0.0,0.0,88.0
Hellmann Worldwide Logistics Limited,94.0,0.0,0.0,84.62
ID LOGISTICS,94.0,0.0,0.0,90.91
ID LOGISTICS (Castorama),94.0,0.0,0.0,86.96
ID LOGISTICS / COURIR,94.0,0.0,0.0,86.96
ID Logistics,94.0,0.0,0.0,90.91
ITC Logistics,94.0,0.0,0.0,86.96
Id Logistics,94.0,0.0,0.0,90.91
Inter Logistic Europe SAS,94.0,0.0,0.0,84.62
JS LOGISTICS,94.0,0.0,0.0,90.91
L4 Logistics,94.0,0.0,0.0,90.91
LOGISTA,94.0,0.0,0.0,85.71
LOGISTICA,94.0,0.0,0.0,88.89
Logista,94.0,0.0,0.0,85.71
Logistics Services Europe Lyon,94.0,0.0,0.0,84.62
MOVUS LOGISTICS France,94.0,0.0,0.0,84.62
MTO Logistics Limited,94.0,0.0,0.0,84.62
Mas Logistic,94.0,0.0,0.0,85.71
McGregor Logistics Limited,94.0,0.0,0.0,84.62
"Mercedes-Benz
Parts Logistics Uk
Limited",94.0,0.0,0.0,84.62
Nunner Logistics Venlo B.V.,94.0,0.0,0.0,83.33
Odin Warehousing & Logistics B.V.,94.0,0.0,0.0,83.33
PR Logistics,94.0,0.0,0.0,85.71
Quickly Logistics House,94.0,0.0,0.0,84.62
RS Logistica,94.0,0.0,0.0,85.71
Reslogistics,94.0,0.0,0.0,86.96
Rohlig SUUS Logistics S.A.,94.0,0.0,0.0,91.67
SPI LOGISTIC,94.0,0.0,0.0,85.71
SPI LOGISTICS (l'Oreal),94.0,0.0,0.0,83.33
STI,94.0,0.0,0.0,100.0
Salvensen Logistics (Danone),94.0,0.0,0.0,84.62
Stock House Logistica Italia,94.0,0.0,0.0,84.62
Streamline Logistics Limited,94.0,0.0,0.0,84.62
Vos Logistics International B.V.,94.0,0.0,0.0,84.62
Zanardo Servizi Logistici S.p.a.,94.0,0.0,0.0,86.96
,,,,
AZ Servizi & Logistica,95.0,1.0,1.0,100.0
AZ Servizi e Logistica,95.0,0.0,0.0,94.74
CM Servizi,95.0,0.0,0.0,90.0
CN Logistics,95.0,0.0,0.0,83.33
DS Logistica,95.0,0.0,0.0,83.33
FM LOGISTICS,95.0,0.0,0.0,83.33
Fema logistica,95.0,0.0,0.0,84.62
Flay Logistic,95.0,0.0,0.0,83.33
GIST,95.0,0.0,0.0,100.0
Gist,95.0,0.0,0.0,100.0
ID LOGISTICS,95.0,0.0,0.0,83.33
ID Logistics,95.0,0.0,0.0,83.33
Id Logistics,95.0,0.0,0.0,83.33
JS LOGISTICS,95.0,0.0,0.0,83.33
L4 Logistics,95.0,0.0,0.0,83.33
LOGISTA,95.0,0.0,0.0,85.71
LOGISTICA,95.0,0.0,0.0,100.0
Logista,95.0,0.0,0.0,85.71
Logistica 93,95.0,0.0,0.0,83.33
Logistika,95.0,0.0,0.0,88.89
Mas Logistic,95.0,0.0,0.0,83.33
RS Logistica,95.0,0.0,0.0,91.67
SPI LOGISTIC,95.0,0.0,0.0,83.33
STI,95.0,0.0,0.0,100.0
Zanardo Servizi Logistici,95.0,0.0,0.0,86.49
,,,,
AZ Servizi e Logistica,96.0,1.0,1.0,100.0
CM Servizi,96.0,0.0,0.0,90.0
CN Logistics,96.0,0.0,0.0,83.33
DS Logistica,96.0,0.0,0.0,83.33
FM LOGISTICS,96.0,0.0,0.0,83.33
GIST,96.0,0.0,0.0,100.0
Gist,96.0,0.0,0.0,100.0
ID LOGISTICS,96.0,0.0,0.0,83.33
ID Logistics,96.0,0.0,0.0,83.33
Id Logistics,96.0,0.0,0.0,83.33
JS LOGISTICS,96.0,0.0,0.0,83.33
L4 Logistics,96.0,0.0,0.0,83.33
LOGISTA,96.0,0.0,0.0,85.71
LOGISTICA,96.0,0.0,0.0,100.0
Logista,96.0,0.0,0.0,85.71
Logistica 93,96.0,0.0,0.0,83.33
Logistika,96.0,0.0,0.0,88.89
Mas Logistic,96.0,0.0,0.0,83.33
RS Logistica,96.0,0.0,0.0,91.67
SPI LOGISTIC,96.0,0.0,0.0,83.33
STI,96.0,0.0,0.0,100.0
,,,,
Aask Us Limited,97.0,1.0,1.0,100.0
B.E.S Limited,97.0,0.0,0.0,83.33
HPAS Limited.,97.0,0.0,0.0,83.33
SAF Limited,97.0,0.0,0.0,85.71
,,,,
Ab.M - Idea,98.0,1.0,1.0,100.0
IDEA,98.0,0.0,0.0,100.0
,,,,
Abbey Pynford Limited,99.0,1.0,1.0,100.0
B.E.S Limited,99.0,0.0,0.0,84.62
,,,,
Absolutely Fabulous Flooring Limited,100.0,1.0,1.0,100.0
Aerfin Limited,100.0,0.0,0.0,84.62
HHGL Limited,100.0,0.0,0.0,85.71
TEDI,100.0,0.0,0.0,85.71
,,,,
Access Service & Repair Ltd,101.0,1.0,1.0,100.0
CISS Ltd,101.0,0.0,0.0,87.5
ITCE,101.0,0.0,0.0,85.71
SD SERVICES,101.0,0.0,0.0,84.21
,,,,
Ace Conditioning Ltd,102.0,1.0,1.0,100.0
Acea,102.0,0.0,0.0,85.71
Condis,102.0,0.0,0.0,83.33
,,,,
Acea,103.0,1.0,1.0,100.0
Agilico Workplace Technologies (South) Ltd,103.0,0.0,0.0,85.71
CEVA,103.0,0.0,0.0,85.71
Ceva,103.0,0.0,0.0,85.71
Ediaca,103.0,0.0,0.0,85.71
Manchester Academy of Gymnastics,103.0,0.0,0.0,85.71
Paca Metal,103.0,0.0,0.0,85.71
"Trace Logistics, SAU",103.0,0.0,0.0,85.71
,,,,
Action,104.0,1.0,1.0,100.0
Adey Innovation Limited.,104.0,0.0,0.0,83.33
Allied International France Sarl,104.0,0.0,0.0,83.33
BANSARD INTERNATIONAL,104.0,0.0,0.0,83.33
But International,104.0,0.0,0.0,83.33
C2B INTERNATIONAL,104.0,0.0,0.0,83.33
C2B International SAS,104.0,0.0,0.0,83.33
CAB FORMATIONS,104.0,0.0,0.0,83.33
Caddick Construction Ltd.,104.0,0.0,0.0,83.33
Cheshire Metal Fabrications Ltd.,104.0,0.0,0.0,83.33
Cheshire Traditional Contracting Company Limited,104.0,0.0,0.0,83.33
City Fire Protection and Maintenance Services Ltd,104.0,0.0,0.0,83.33
Cornerstone Telecommunications Infrastructure Limited,104.0,0.0,0.0,83.33
Cube International Ltd,104.0,0.0,0.0,83.33
"DHL International
(Uk) Limited",104.0,0.0,0.0,83.33
Dexam International,104.0,0.0,0.0,83.33
EVERNEX INTERNATIONAL SAS,104.0,0.0,0.0,83.33
EasyTelecom International AB,104.0,0.0,0.0,83.33
Ensign Communications Ltd.,104.0,0.0,0.0,83.33
"Eruma Security
International Ltd",104.0,0.0,0.0,83.33
Evernex International Sas,104.0,0.0,0.0,83.33
Expeditors International,104.0,0.0,0.0,83.33
Express Aviation Support International Limited,104.0,0.0,0.0,83.33
F Looendersloot Internationale Expedite,104.0,0.0,0.0,83.33
Food Innovations,104.0,0.0,0.0,83.33
Fortifikationsverket,104.0,0.0,0.0,83.33
Fos Manu Traction,104.0,0.0,0.0,100.0
GE Aviation / Dowty Properllers,104.0,0.0,0.0,83.33
GT LOCATION,104.0,0.0,0.0,90.91
Groupe Rocher Operations,104.0,0.0,0.0,83.33
Gt Location,104.0,0.0,0.0,90.91
Hire Station Limited,104.0,0.0,0.0,90.91
IMES International Limited,104.0,0.0,0.0,83.33
In Situ Site Investigation,104.0,0.0,0.0,83.33
"Internationale Lagerlogistik Systeme, SL",104.0,0.0,0.0,83.33
Iterum Therapautics International Ltd. (BCS Express Ltd),104.0,0.0,0.0,83.33
Kratos Communications Limited,104.0,0.0,0.0,83.33
LOGISTICS OPERATIONS,104.0,0.0,0.0,83.33
Le Lit National,104.0,0.0,0.0,83.33
Lear Corporation,104.0,0.0,0.0,83.33
Leeds Federated Housing Association,104.0,0.0,0.0,83.33
Lion International BV,104.0,0.0,0.0,83.33
MEL Aviation Components Limited,104.0,0.0,0.0,83.33
Metalart Fabrication Ltd,104.0,0.0,0.0,83.33
NBM Contracting Ltd.,104.0,0.0,0.0,83.33
National Grid Electricity Transmission Plc,104.0,0.0,0.0,83.33
National Tyre Service Limited,104.0,0.0,0.0,83.33
Nationalbanken,104.0,0.0,0.0,83.33
Nijman International B.V.,104.0,0.0,0.0,83.33
ORCHESTRE NATIONAL D'ILE DE FRANCE,104.0,0.0,0.0,83.33
Oakland International,104.0,0.0,0.0,83.33
Obex Protection Ltd,104.0,0.0,0.0,90.91
Otago LLC-VBT Bicycling Vacations,104.0,0.0,0.0,83.33
PHUKET WOK CORPORATION,104.0,0.0,0.0,83.33
Peregrine Holdings International GmbH,104.0,0.0,0.0,83.33
Philip Grahame International Ltd,104.0,0.0,0.0,83.33
Power On Connections Ltd,104.0,0.0,0.0,83.33
Procter and Gamble Operations Polska sp. z o.o.,104.0,0.0,0.0,83.33
"RHEINKRAFT INTERNATIONAL, GMBH",104.0,0.0,0.0,83.33
Reyes Integrations,104.0,0.0,0.0,83.33
SENATOR INTERNATIONAL Spedition GmbH,104.0,0.0,0.0,83.33
SENATOR International Spedition,104.0,0.0,0.0,83.33
